,company_name,company_ticker
9001,Stratagene Corp (MM),STGN
9002,Strategic Distribution New (MM),STRD
9003,Stratex Networks,STXN
9004,Stratos Intl (MM),STLW
9005,Stratus Properties Inc,STRS
9006,Streicher Mobile Fueling 12/27 (MM),FUELW
9007,Stronghold Digital Mining Inc,SDIG
9008,Student Transportation (delisted),STB
9009,Subsea 7 SA - Ads Representing One Common Share (MM),SUBC
9010,"Successfactors, Inc. (MM)",SFSF
9011,Summer Infant Inc,SUMR
9012,Summit Bank,SBGA
9013,Summit Healthcare Acquisition Corporation,SMIH
9014,Summit Wireless Technologies Inc,WISA
9015,Sumtotal Systems (MM),SUMT
9016,Sun American Bancorp  (MM),SAMBD
9017,Sun BioPharma Inc,SNBP
9018,Sun Healthcare Group Wi (MM),SUHNV
9019,"Sun Healthcare Grp., Inc. (MM)",SUNH
9020,Sun Hydraulics Corp.,SNHY
9021,Sun Microsystems  (MM),JAVAD
9022,SunOpta Inc,STKL
9023,SunPower Corporation,SPWRV
9024,Sunday Communications Ads (MM),SDAY
9025,Sunedison Semiconductor Limited - Ordinary Shares,SEMI
9026,"Sunesis Pharmaceuticals, Inc. (MM)",SNSSD
9027,Sunpower Corp Class B (MM),SPWBV
9028,Sunpower Corp. (MM),SPWRB
9029,"Sunshine Bancorp, Inc.",SBCP
9030,Sunworks Inc,SUNW
9031,Super Micro Computer Inc,SMCI
9032,Super Montage Test Security Super Montage Test (MM),ZRZZT
9033,SuperCom Ltd,SPCB
9034,Superconductor Technologies Inc.,SCOND
9035,Superior Bancorp  (MM),SUPRD
9036,Superior Consultant Holdings (MM),SUPC
9037,Superior Group of Companies Inc,SGC
9038,Superior Well Services (MM),SWSI
9039,Supermontage Test Issuer Test Issue (MM),SDZST
9040,Supermontage Test Issuer Test Issue (MM),MTZST
9041,Supermontage Test Issuer Test Issue (MM),NVZST
9042,Supermontage Test Issuer Test Issue (MM),CNZST
9043,Supermontage Test Issuer Test Issue (MM),DZZST
9044,"Supertex, Inc. (MM)",SUPX
9045,SurModics Inc,SRDX
9046,Surface Oncology Inc,SURF
9047,Surgery Partners Inc,SGRY
9048,Surgivision (MM),SRGV
9049,Sustainable Development Acquisition I Corporation,SDAC
9050,Sutro Biopharma Inc,STRO
9051,Switch & Data Facilities Company (MM),SDXC
9052,Syban Software (MM),SYBS
9053,Sylvan Inc. (MM),SYLN
9054,Symantec Corporation,SYMC
9055,Symbology Test 3 (MM),ZZO
9056,Symbology Test Part (MM),ZXZ@
9057,Symmetry Surgical Inc.,SSRG
9058,Symyx Technologies (MM),SMMX
9059,Synagro Technologies (MM),SYGR
9060,Synaptics Incorporated,SYNA
9061,Synavant  (MM),SNVT
9062,Synchronoss Technologies Inc,SNCRL
9063,Syneos Health Inc,SYNH
9064,Synergy Pharmaceuticals - Unit,SGYPU
9065,"Synergy Pharmaceuticals, Inc.",SGYP
9066,Synetics Solutions (MM),SYSN
9067,Synlogic Inc,SYBX
9068,"Synovis Life Technologies, Inc. (MM)",SYNO
9069,Synta Pharmaceuticals Corp. (MM),SNTA
9070,Syntax-Brillian Corp (MM),BRLC
9071,Synthesis Energy Systems Inc,SES
9072,Syntroleum Corp. (MM),SYNM
9073,Syntroleum Warr (MM),SYNMZ
9074,Sypris Solutions Inc,SYPR
9075,S and T Bancorp Inc,STBA
9076,S&W Seed Company (MM),SANWU
9077,S1 Corp. (MM),SONE
9078,"SAVVIS, Inc.",SVVSD
9079,SB Finanical Group Inc,SBFG
9080,SBA Communications Corporation,SBAC
9081,SCS Transport (MM),SCST
9082,SEI Investments Company,SEIC
9083,SG Blocks Inc,SGBX
9084,SI BONE Inc,SIBN
9085,"SI Financial Grp., Inc. (MM)",SIFID
9086,SITO Mobile Ltd,SITO
9087,SLR Investment Corporation,SLRC
9088,SMART Global Holdings Inc,SGH
9089,SOC Telemed Inc,TLMD
9090,SP Plus Corporation,SP
9091,SPS Commerce Inc,SPSC
9092,SS and C Technologies Holdings Inc,SSNC
9093,SSR Mining Inc,SSRM
9094,ST. Francis Capital (MM),STFR
9095,STELLAR ACQUISITION III INC.,STLRU
9096,SVF Investment Corporation,SVFA
9097,SVF Investment Corporation 3,SVFC
9098,SWK Holdings Corporation,SWKH
9099,Saban Capital Acquisition Corp. - Class A Ordinary Share,SCAC
9100,Sabra Health Care REIT Inc,SBRA
9101,Sabre Corporation,SABR
9102,Safety Insurance Group Inc,SAFT
9103,Saga Communications Inc,SGA
9104,"Sagent Pharmaceuticals, Inc.",SGNT
9105,"Sajan, Inc.",SAJA
9106,Salary.Com (MM),SLRY
9107,Salisbury Bancorp Inc,SAL
9108,Sanara MedTech Inc,SMTI
9109,"Sanders Morris Harris Grp., Inc. (MM)",SMHG
9110,Sandisk Corp.,SNDK
9111,Sandy Spring Bancorp Inc,SASR
9112,Sanmina Corporation,SANM
9113,"Santarus, Inc. (MM)",SNTS
9114,Sarcos Technology and Robotics Corporation,STRC
9115,"Sarepta Therapeutics, Inc. (MM)",AVII
9116,Satcon Technology Corp. (MM),SATC
9117,Saucony Inca (MM),SCNYA
9118,Savara Inc,SVRA
9119,"Savvis, Inc. (MM)",SVVS
9120,Sbe (MM),SBEI
9121,Sbs Technologies  (MM),SBSE
9122,ScION Tech Growth II,SCOB
9123,Scg Financial Acquisition Corp (MM),SCGQ
9124,Schmitt Industries Inc,SMIT
9125,Scholar Rock Holdings Corporation,SRRK
9126,Schrodinger Inc,SDGR
9127,SciPlay Corporation,SCPL
9128,Sciele Pharma (MM),SCRX
9129,Science Strategic Acquisition Corporaiton,SSAA
9130,Scientific Games Corporation,SGMS
9131,"Sciquest, Inc. (MM)",SQI
9132,Scm Microsystems (MM),SCMM
9133,Scope Metals Grp. (MM),SCPE
9134,Scopus Video Networks Ltd Ord (MM),SCOP
9135,"Scripps Networks Interactive, (delisted)",SNI
9136,SeaChange International Inc,SEAC
9137,Seabright (MM),SEAB
9138,Seacoast Financial Services Corp (MM),SCFS
9139,Seagen Inc,SGEN
9140,Seanergy Maritime Holdings Corporation,SHIP
9141,Sears Holdings Corp. - Common Stock Ex-Distribution When-Issued (MM),SHLDV
9142,Second Sight Medical Products Inc,EYES
9143,SecureWorks Corp,SCWX
9144,Security Bank (MM),SBKC
9145,Security With Advanced Technology  (MM),SWAT
9146,Seebeyond Technology Corp (MM),SBYN
9147,Seelos Therapeutics Inc,SEEL
9148,Segue Software  (MM),SEGU
9149,Select Income Reit  of Beneficial Interest (delisted),SIR
9150,Selecta Biosciences Inc,SELB
9151,Selective Insurance Group Inc,SIGI
9152,SemiLEDS Corporation,LEDS
9153,Seminis (MM),SMNS
9154,Semtech Corp,SMTC
9155,Seneca Foods Corp,SENEA
9156,SenesTech Inc,SNES
9157,Senior Housing Properties Trust,SNHVV
9158,Senior Housing Properties Trust,SNHNL
9159,"Senomyx, Inc. (delisted)",SNMX
9160,Sensei Biotherapeutics Inc,SNSE
9161,Sensus Healthcare Inc,SRTS
9162,Sentage Holdings Inc,SNTG
9163,Sentinel Energy Services Inc,STNL
9164,SeqLL Inc,SQL
9165,"Sequenom, Inc.",SQNM
9166,Sera Prognostics Inc,SERA
9167,Seres Therapeutics Inc,MCRB
9168,Service Properties Trust,SVC
9169,ServisFirst Bancshares Inc,SFBS
9170,"Sevcon, Inc.",SEV
9171,Seven Oaks Acquisition Corporation,SVOK
9172,Sfbc (MM),SFCC
9173,Shamir Optical Industry Ltd. (MM),SHMR
9174,Sharecare Inc,SHCR
9175,SharpSpring Inc,SHSP
9176,Sharps Compliance Corp,SMED
9177,Shelter Acquisition Corporation I,SHQA
9178,"Shfl Entertainment, Inc. (MM)",SHFL
9179,ShiftPixy Inc,PIXY
9180,Shineco Inc,SISI
9181,"Shire Plc ADS, Each Representing Three Ordinary Shares",SHPG
9182,Shoals Technologies Group Inc,SHLS
9183,Shoe Carnival Inc,SCVL
9184,Shore Bancshares Inc,SHBI
9185,"Shoretel, Inc.",SHOR
9186,Shutterfly Inc,SFLY
9187,SiNtx Technologies Inc,SINT
9188,Sidewinder Explo (MM),SIDE
9189,Siebert Financial Corporation,SIEB
9190,Sientra Inc,SIEN
9191,Sierra Lake Acqusition Corporaiton,SIERU
9192,Sierra Oncology Inc,SRRA
9193,Siga Technologies Inc,SIGA
9194,Sigilon Therapeutics Inc,SGTX
9195,Sigma Lithium Corporation,SGML
9196,Sigmatron International Inc,SGMA
9197,Signature Bank - Warrants 12/12/2018 (delisted),SBNYW
9198,Silicom Ltd,SILC
9199,Silicon Graphics International Corp,SGI
9200,Siliconix Incorporated - Common Stock (MM),SILI
9201,Silk Road Medical Inc,SILK
9202,Silver Crest Acquisition Corporation,SLCRU
9203,Silver Spike Acquisition Corporation,SSPK
9204,Silver Spike Investment Corporation,SSIC
9205,SilverSun Technologies Inc,SSNT
9206,Silvercrest Asset Management Group Inc,SAMG
9207,Silverstar Holdings Ltd (MM),SSTR
9208,"Simplicity Bancorp, Inc. (MM)",KFFG
9209,Sims Total Return FD Com (MM),PTFDX
9210,Simulations Plus Inc,SLP
9211,Singular Genomics Systems Inc,OMIC
9212,Sinoenergy New Com (MM),SNEN
9213,Sinovac Biotech Ltd,SVA
9214,Sio Gene Therapies Inc,SIOX
9215,Sirius International Insurance Group Ltd,SG
9216,Sirna Therapeutics,RNAI
9217,Sizmek Inc. (MM),SZMK
9218,Skillful Craftsman Education Technology Ltd,EDTK
9219,Skinmedica (MM),SKMD
9220,Sky-Mobi Limited ADS (MM),MOBI
9221,SkyWest Inc,SKYW
9222,Skydeck Acquisition Corporation,SKYAU
9223,Skylight Health Group Inc,SLHG
9224,Skyworks Solutions Inc,SWKS
9225,Sleep Number Corporation,SNBR
9226,Slm Corp. - Common Stock Ex-Distribution When-Issued (MM),SLMVV
9227,Smart Balance Warrants (MM),SMBLW
9228,Smart Sand Inc,SND
9229,SmartFinancial Inc,SMBK
9230,Smartpros Ltd. (MM),SPROW
9231,SmileDirectClub Inc,SDC
9232,Smith Micro Software Inc,SMSI
9233,Smith and Wesson Brands Inc,SWBIV
9234,Smithtown Bancorp (MM),SMTB
9235,Smurfit-Stone Cont Corp Pfs (MM),SSCCP
9236,Snb Bancshares (MM),SNBJ
9237,"Snyders-Lance, Inc. (delisted)",LNCE
9238,Soaring Eagle Acquisition Corporation,SRNG
9239,Social Capital Suvretta Holdings Corporation II,DNAB
9240,Social Capital Suvretta Holdings Corporation IV,DNAD
9241,Socket Mobile Inc,SCKT
9242,Software Acquisition Group Inc,SAQN
9243,Software Acquisition Group Inc III,SWAG
9244,SolarEdge Technologies Inc,SEDG
9245,"Solarfun Power Holdings CO., Ltd. ADS, Each Representing Five Ordinary Shares (MM)",SOLF
9246,Solexa,SLXA
9247,Soligenix Inc,SNGX
9248,"Solta Medical, (MM)",SLTM
9249,"Somaxon Pharmaceuticals, Inc. (MM)",SOMX
9250,"Somera Communications, Inc.",SMRAD
9251,Somerset Hills Bancorp Wts (MM),SOMHW
9252,Sonic Corp. (delisted),SONC
9253,Sonic Innovations (MM),SNCI
9254,Sonicwall (MM),SNWL
9255,Sonnet BioTherapeutics Inc,SONN
9256,Sonoma Pharmaceuticals Inc,SNOA
9257,Sontra Medical  (MM),SONTD
9258,Sophia Genetics SA,SOPH
9259,Sorrento Tech Com USD0.001 (MM),ROKA
9260,Sotera Health Company,SHC
9261,Soulgate Inc.,SSR
9262,Sound Financial Bancorp Inc,SFBC
9263,Soundview Technology Grp. (MM),SNDV
9264,"Sourcefire, Inc. (MM)",FIRE
9265,South Plains Financial Inc,SPFI
9266,Southcoast Financial Corp.,SOCB
9267,Southern First Bancshares Inc,SFST
9268,Southern National Bancorp of Virginia Inc,SONA
9269,Southern States Bancshares Inc,SSBK
9270,"Southwest Bancorp, Inc.",OKSB
9271,Sovos Brands Inc,SOVO
9272,"Span-America Medical Systems, Inc.",SPAN
9273,Spansion (MM),SPSN
9274,Spark Energy Inc,SPKE
9275,Spartacus Acquisition Corporation,TMTS
9276,SpartanNash Company,SPTN
9277,Special Opportunities Fund Inc. - Subscription Right (MM),SPEFR
9278,Specialty Underwriters Allianc (MM),SUAI
9279,Spectrum Pharmaceuticals Inc,SPPI
9280,Speechworks International (MM),SPWX
9281,Spero Therapeutics Inc,SPRO
9282,Spherix Inc,SPEX
9283,Spinal Elements Holdings Inc,SPEL
9284,Splunk Inc,SPLK
9285,Sport Chalet  (MM),SPCH
9286,Sportrader Group AG,SRAD
9287,Sports Ventures Acquisition Corporation,AKIC
9288,SportsTek Acquisition Corporation,SPTK
9289,Sportsmans Warehouse Holdings Inc,SPWH
9290,Spring Bank Pharmaceuticals Inc,SBPH
9291,SpringWorks Therapeutics Inc,SWTX
9292,Sprott Focus Trust Inc,FUND
9293,Sprouts Farmers Market Inc,SFM
9294,Spss Inc. (MM),SPSS
9295,Ssa Global Technologies (MM),SSAG
9296,Stabilis Solutions Inc,SLNG
9297,Staffing 360 Solutions Inc,STAF
9298,Stage Stores New Stage (MM),STGSZ
9299,Stagwell Inc,STGW
9300,Standard AVB Financial Corporation,STND
9301,Stanley Furniture CO Rgts (MM),STLYR
9302,Star Bulk Carriers - Warrants (MM),SBLKW
9303,Star Bulk Carriers Corporation,SBLKZ
9304,"Star Scientific, Inc. (MM)",CIGX
9305,Starbucks Corporation,SBUX
9306,Stars Group Inc,TSG
9307,Starz - Series B,STRZB
9308,State Bancorp (MM),STBC
9309,State Financial Svcsa (MM),SFSW
9310,"State National Companies, Inc.",SZTNZ
9311,Statefed Financial (MM),SFFC
9312,Statia Terminals Grp. Nv (MM),STNV
9313,Steadymed Ltd. - Ordinary Shares (delisted),STDY
9314,"Stec, Inc. (MM)",STEC
9315,Steel Dynamics Inc,STLD
9316,Stellar Acquisition Iii Inc. (MM),STLR
9317,"Stellar Biotechnologies, Inc. (MM)",SBOT
9318,"Stemcells, Inc. (MM)",STEMD
9319,StepStone Group Inc,STEP
9320,Sterling Bancorp Inc,SBT
9321,"Sterling Bancshares, Inc. (MM)",SBIB
9322,Sterling Banks (MM),STBK
9323,Sterling Construction Company Inc,STRL
9324,Steven Madden Ltd,SHOO
9325,Stewart Enterprises - Class A (MM),STEI
9326,Stock Yards Bancorp Inc,SYBT
9327,Stolt Nielsen S A (MM),SNSA
9328,StoneBridge Acquisition Corporation,APAC
9329,StoneCo Ltd,STNEV
9330,StoneX Group Inc,SNEX
9331,Strata Skin Sciences Inc,SSKN
9332,Stratasys Ltd,SSYS
9333,Strategic Education Inc,STRA
9334,Stratim Cloud Acquisition Corporation,SCAQ
9335,Strattec Security Corporation,STRT
9336,Streamline Health Solutions Inc,STRM
9337,Strongbridge Biopharma PLC,SBBP
9338,Stryve Foods Inc,SNAX
9339,SuRo Capital Corporation,SSSS
9340,"Sucampo Pharmaceuticals, Inc. (delisted)",SCMP
9341,Summa Industries,SUMX
9342,Summit Bancshares,SBIT
9343,Summit Financial Group Inc,SMMF
9344,Summit State Bank,SSBI
9345,Sumo Logic Inc,SUMO
9346,Sun America Bancorp Class D (MM),SAMBW
9347,"Sun Bancorp, Inc.",SNBC
9348,Sun Country Airlines Holdings Inc,SNCY
9349,Sun Healthcare Grp. (MM),SUNHD
9350,"Sun Healthcare Grp., Inc. (MM)",SUNHV
9351,Sun International Hotels Ltd (MM),SIHLF
9352,Sun Microsystems (MM),JAVA
9353,SunPower Corporation,SPWR
9354,Sundance Energy Inc,SNDE
9355,Sundial Growers Inc,SNDL
9356,Sunesis Pharmaceuticals Inc,SNSS
9357,Sunpower Corp (MM),SPWAV
9358,Sunpower Corp. (MM),SPWRA
9359,Sunrun Inc,RUN
9360,Suntron Corp (MM),SUNN
9361,Super League Gaming Inc,SLGG
9362,Super Montage Ipo X Test Security SM Ipo X 4 (MM),ZDZZT
9363,Super Vision International  (MM),SUPVA
9364,Superconductor Technologies Inc,SCON
9365,"Supergen, Inc. (MM)",SUPG
9366,Superior Bancorp (MM),SUPR
9367,Superior Essex (MM),SPSX
9368,Superior Offshore Intl (MM),DEEP
9369,Supermontage Test Issuer Test Issue (MM),SNZST
9370,Supermontage Test Issuer Test Issue (MM),IDZST
9371,Supermontage Test Issuer Test Issue (MM),INZST
9372,Supermontage Test Issuer Test Issue (MM),ALZST
9373,Supermontage Test Issuer Test Issue (MM),VRZST
9374,Supernus Pharmaceuticals Inc,SUPN
9375,Support com Inc,SPRT
9376,Surewest Communications (MM),SURW
9377,Surgalign Holdings Inc,SRGA
9378,"Surgical Care Affiliates, Inc.",SCAI
9379,Surrozen Inc,SRZN
9380,Sutor Technology Grp. Limited,TOR
9381,Svb Financial Svcs (MM),SVBF
9382,Switchboard Incorporated (MM),SWBD
9383,Sykes Enterprises Inc,SYKE
9384,Sylvan Learning Systems (MM),SLVN
9385,Symbion (MM),SMBI
9386,Symbology Test 3 (MM),ZZX
9387,"Symmetricom, Inc. (MM)",SYMM
9388,Syms Corp (MM),SYMS
9389,Synacor Inc,SYNC
9390,Synalloy Corporation,SYNL
9391,Synaptogenix Inc,SNPX
9392,Synchronoss Technologies Inc,SNCR
9393,Syndax Pharmaceuticals Inc,SNDX
9394,Synergy Financial Grp. (MM),SYNF
9395,Synergy Pharmaceuticals - Warrants,SGYPW
9396,"Synergy Pharmaceuticals, Inc. (MM)",SGYPD
9397,Synlogic Com USD0.001,MIRN
9398,Synopsys Inc,SNPS
9399,Synplicity (MM),SYNP
9400,Syntax-Brillian  (MM),BRLCD
9401,"Syntel, Inc. (delisted)",SYNT
9402,Synthorx Inc,THOR
9403,Syntroleum Warr (MM),SYNMW
9404,"Synutra International, Inc.",SYUT
9405,Syros Pharmaceuticals Inc,SYRS
9406,S&P Global Inc,SPGI
9407,SCVX Corp,SCVX
9408,SEMrush Holdings Inc,SEMR
9409,SITE Centers Corp,SITC
9410,SK Telecom Co Ltd,SKM
9411,SM Energy Company,SM
9412,SPX FLOW Inc,FLOW
9413,"ST. Jude Medical, Inc.",STJ
9414,STMicroelectronics NV,STM
9415,Saba Capital Income & Opportunities Fund,BRW
9416,Safeguard Scientifics New,SFE
9417,Safeway Inc.,SWY
9418,Salesforce Com Inc,CRM
9419,Sally Beauty Holdings Inc,SBH
9420,SandRidge Mississippian Trust I,SDT
9421,Sandbridge Aquisition Corp,SBG
9422,Sandbridge X2 Corp,SBII
9423,Sandstorm Gold Ltd,SAND
9424,Saratoga Investment Corp,SAF
9425,Saratoga Investment Corp,SAB
9426,Saul Centers Inc,BFS
9427,Schneider National Inc,SNDR
9428,Science Applications International Corporation,SAIC
9429,Scorpio Tankers Inc,STNG
9430,Scorpio Tankers Inc,SBBA
9431,Scully Royalty Ltd,SRL
9432,SeaWorld Entertainment Inc,SEAS
9433,Seacor Holdings Inc,CKH
9434,Seadrill Partners LLC,SDLP
9435,Seaspan Corporation,SSWA
9436,Select Energy Services Inc,WTTR
9437,SelectQuote Inc,SLQT
9438,Sempra,SRE
9439,Sendas Distribuidora SA,ASAI
9440,Sensient Technologies Corp,SXT
9441,Sequans Communications SA,SQNS
9442,Service Corp International Inc,SCI
9443,ServiceNow Inc,NOW
9444,Shake Shack Inc,SHAK
9445,Shaw Communications Inc,SJR
9446,Sherwin Williams,SHW
9447,Shopify Inc,SHOP
9448,Sibanye Stillwater,SBSW
9449,Signet Jewelers Ltd,SIG
9450,Silica Holdings Inc,SLCA
9451,Silvergate Capital Corporation,SI
9452,Simon Property Group Acquisition Holdings Inc,SPGS
9453,Simpson Manufacturing Co Inc,SSD
9454,SiriusPoint Ltd,SPNT
9455,Six Flags Entertainment Corporation,SIX
9456,Skechers USA,SKX
9457,Skillz Inc,SKLZ
9458,Slack Technologies Inc,WORK
9459,Smartsheet Inc,SMAR
9460,Snap on Inc,SNA
9461,Social Capital Hedosophia Holdings Corp,IPOA
9462,Social Capital Hedosophia Holdings Corp III,IPOC
9463,Social Capital Hedosophia Holdings Corp V,IPOE
9464,Social Leverage Acquisition Corp I,SLAC
9465,SolarWinds Corporation,SWI
9466,Sonic Automotive Inc,SAH
9467,Sothebys,BID
9468,South Jersey Industries Inc,SJI
9469,South Jersey Industries Inc,SJIV
9470,Southeastern Grocers Inc,SEGR
9471,Southern Company,SOJC
9472,Southwest Airlines Co,LUV
9473,Southwestern Energy,SWN
9474,Spartan Acquisition Corp II,SPRQ
9475,Spartan Energy Acquisition Corp,SPAQ
9476,"Spectra Energy Partners, LP Common Units Representing Limited Partner Interests (delisted)",SEP
9477,Speedway Motorsports Inc,TRK
9478,Spire Global Inc,SPIR
9479,Spirit Aerosystems Holdings Inc,SPR
9480,Spirit MTA REIT,SMTA
9481,Sports Entertainment Acquisition Corp,SEAH
9482,Sprinklr Inc,CXM
9483,Square Inc,SQ
9484,St Joe Company,JOE
9485,Stage Stores Inc,SSI
9486,Standard Motor Products Inc,SMP
9487,Stanley Black & Decker Corp Unit 2013,SWH
9488,Stanley Black and Decker Inc,SWK
9489,Star Peak Corp II,STPC
9490,StarTek Inc,SRT
9491,Starwood Property Trust Inc,STWD
9492,State Street Corporation,STT
9493,Stellantis NV,STLA
9494,Stem Inc,STEM
9495,Sterling BanCorp,STL
9496,Stewart Information Services,STC
9497,Stone Energy Corp.,SGY
9498,Stone Harbor Emerging Markets Total Income Fund,EDI
9499,"Strategic Global Income Fund, Inc.",SGL
9500,Stryker Corp,SYK
9501,Suffolk Bancorp,SCNB
9502,Summit Materials Inc,SUM
9503,Sun Communities Inc,SUI
9504,SunCoke Energy Inc,SXC
9505,Suncor Energy Inc,SU
9506,Sunoco LP,SUN
9507,Superior Energy Services Inc,SPN
9508,Supernova Partners Acquisition Company II Ltd,SNII
9509,Supernova Partners Acquisition Company Inc,SPNV
9510,Sutherland Asset Management Corp.,SLD
9511,Swiss Helvetia Fund Inc,SWZ
9512,Switchback Energy Acquisition Corporation,SBE
9513,Sylvamo Corporation,SLVM
9514,Synnex Corp,SNX
9515,Sysco Corp,SYY
9516,SC Health Corporation,SCPE
9517,SEACOR Marine Holdings Inc,SMHI
9518,SFL Corporation Ltd,SFL
9519,SJW Group,SJW
9520,SL Green Realty Corporation,SLG
9521,SPX Corporation,SPXC
9522,SQZ Biotechnologies Company,SQZ
9523,STERIS plc,STE
9524,STORE Capital Corporation,STOR
9525,Safe Bulkers Inc,SB
9526,Safehold Inc,SAFE
9527,SailPoint Technologies Holdings Inc,SAIL
9528,Salient Midstream and MLP Fund,SMM
9529,SandRidge Energy Inc,SD
9530,SandRidge Permian Trust,PER
9531,Sandbridge Aquisition Corp,OWLT
9532,Sandridge Mississippian Trust II,SDR
9533,Santander Consumer USA Holdings Inc,SC
9534,Saratoga Investment Corp,SAR
9535,Saratoga Investment Corp,SAK
9536,Schlumberger Ltd,SLB
9537,Schweitzer Mauduit International Inc,SWM
9538,Scorpio Bulkers Inc New,SALT
9539,Scorpio Tankers Inc,SBNA
9540,Scotts Miracle Gro Company,SMG
9541,Sculptor Capital Management Inc,SCU
9542,Seabridge Gold Inc,SA
9543,Seadrill Ltd,SDRL
9544,Sealed Air Corporation,SEE
9545,Seaspan Corporation,SSW
9546,Select Medical Holdings Corporation,SEM
9547,SemGroup Corporation,SEMG
9548,Sempra,SREA
9549,Sensata Technologies Holding PLC,ST
9550,SentinelOne Inc,S
9551,Seritage Growth Properties,SRG
9552,ServiceMaster Global Holdings Inc,SERV
9553,ServisFirst Bancshares Inc,SFBS
9554,Shapeways Holdings Inc,SHPW
9555,Shell Midstream Partners LP,SHLX
9556,Shift4 Payments Inc,FOUR
9557,Shutterstock Inc,SSTK
9558,Sibanye Stillwater,SBGL
9559,Signify Health Inc,SGFY
9560,SilverBow Resources Inc,SBOW
9561,Similarweb Ltd,SMWB
9562,Simon Property Group Inc,SPG
9563,Sinopec Shanghai Petrochemical Co Ltd,SHI
9564,SiteOne Landscape Supply Inc,SITE
9565,Sixth Street Specialty Lending Inc,TSLX
9566,Skillsoft Corp,SKIL
9567,Skyline Champion Corporation,SKY
9568,SmartRent Inc,SMRT
9569,Snap Inc,SNAP
9570,Snowflake Inc,SNOW
9571,Social Capital Hedosophia Holdings Corp II,IPOB
9572,Social Capital Hedosophia Holdings Corp IV,IPOD
9573,Social Capital Hedosophia Holdings Corp VI,IPOF
